Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits
RESIDENTIAL CARE ELDERLY,75601005,"BALI - BAY ASSISTED LIVING, INC.","BALI - BAY ASSISTED LIVING, INC.","PAUL, SUDA",(510) 243-6617,3116 JOANN DRIVE,RICHMOND,CA,94806,CONTRA COSTA,15,6,CLOSED,12/30/04,12/23/14,5/13/16,1,3,0,4
RESIDENTIAL CARE ELDERLY,15601234,BALLANTINE RESIDENTIAL CARE,"UCOL, ESTER C. & ROLI C.","UCOL, ESTER & ROLI",(510) 791-1054,35739 BALLANTINE PLACE,FREMONT,CA,94536,ALAMEDA,15,6,CLOSED,2/24/06,3/18/15,3/17/10,0,0,0,0
RESIDENTIAL CARE ELDERLY,75601459,BALTIC SEA MANOR,"BALTIC SEA MANOR, LLC","PRICE, VIVIAN",(925) 783-0988,311 BALTIC SEA COURT,PITTSBURG,CA,94565,CONTRA COSTA,15,6,LICENSED,4/6/09,,12/22/16,2,1,3,6
RESIDENTIAL CARE ELDERLY,75601569,BALTIC SEA MANOR II,"BALTIC SEA MANOR II, LLC","PRICE, VIVIAN",(925) 783-0988,2237 LYNBROOK DRIVE,PITTSBURG,CA,94565,CONTRA COSTA,15,6,LICENSED,5/16/12,,10/6/16,1,1,3,5
RESIDENTIAL CARE ELDERLY,435202322,BANAAG CAREHOME,"BANAAG, MYRNA & MARK JOSEPH",ANITA TOMISTA,(408) 431-9586,2389 BRUSHGLEN WAY,SAN JOSE,CA,95133,SANTA CLARA,26,6,CLOSED,,7/23/12,,0,0,0,0
RESIDENTIAL CARE ELDERLY,290308074,BANNER CREST,"LINHARES, JOSEPH AND JUDITH","LINHARES, JUDITH C.",(530) 272-7564,12382 CASCADE WAY,NEVADA CITY,CA,95959,NEVADA,27,7,LICENSED,12/27/84,,4/26/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,197606472,BANNER RIDGE COUNTRY HOME,ELNA CRISOSTOMO VILLAFLOR,ELNA C. VILLAFLOR,(909) 240-1899,1006 BANNER RIDGE ROAD,DIAMOND BAR,CA,91765,LOS ANGELES,28,6,LICENSED,1/17/06,,10/14/16,1,0,7,8
RESIDENTIAL CARE ELDERLY,198601629,BARBARA'S VILLA,"BARBARA'S VILLA, INC.",TAZEEN AHMED,(626) 333-8722,549 S. THIRD AVENUE,LA PUENTE,CA,91745,LOS ANGELES,28,4,LICENSED,1/23/14,,5/18/16,1,0,2,3
RESIDENTIAL CARE ELDERLY,425800257,"BARCLAY, THE",SLAVICA & FRANJO BUCIFAL,SLAVICA BUCIFAL,(805) 569-0878,1812 DE LA VINA STREET,SANTA BARBARA,CA,93101,SANTA BARBARA,29,6,CLOSED,7/1/97,5/13/15,5/13/15,1,0,1,2
RESIDENTIAL CARE ELDERLY,336407270,BARDWELL PINES COUNTRY HOME,ELNA VILLAFLOR,ELNA VILLAFLOR,(951) 684-0400,5336 BARDWELL AVE,RIVERSIDE,CA,92506,RIVERSIDE,18,6,LICENSED,3/10/03,,9/20/16,2,6,8,16
RESIDENTIAL CARE ELDERLY,336402810,"BARKER PLACE, THE",JOYCE B. WILLIAMS,JOYCE B. WILLIAMS,(951) 243-9111,24244 MILLSAP DRIVE,MORENO VALLEY,CA,92553,RIVERSIDE,18,6,CLOSED,3/8/99,3/26/13,3/26/13,2,0,0,2
RESIDENTIAL CARE ELDERLY,374601609,BARON'S PRESIDIO-DECATUR COTTAGE,"NORTON, AGNIESZKA",CHRISTOPHER NORTON,(619) 465-2518,6396 LAKE DECATUR AVENUE,SAN DIEGO,CA,92119,SAN DIEGO,8,6,CLOSED,3/29/04,8/20/13,8/15/14,0,4,0,4
RESIDENTIAL CARE ELDERLY,374602488,BARON'S PRESIDIO-UNIVERSITY CITY,"NORTON, AGNIESZKA E.",AGNIESZKA NORTON,(858) 558-4772,6860 CONDON DRIVE,SAN DIEGO,CA,92122,SAN DIEGO,8,6,CLOSED,7/19/07,7/31/13,5/11/12,1,0,0,1
RESIDENTIAL CARE ELDERLY,374603322,BARON'S PRESIDIO DECATUR COTTAGE,"BARON'S PRESIDIO SERVICES, INC",NIZAMI MAMEDOV,(619) 465-2518,6396 LAKE DECATUR AVENUE,SAN DIEGO,CA,92119,SAN DIEGO,8,6,LICENSED,8/20/13,,5/24/16,0,3,4,7
RESIDENTIAL CARE ELDERLY,374603323,BARON'S PRESIDIO UNIVERSITY CITY,"BARON'S PRESIDIO SERVICES, INC",NARMINA MAMEDOVA,(858) 558-4772,6860 CONDON DRIVE,SAN DIEGO,CA,92122,SAN DIEGO,8,6,LICENSED,7/31/13,,7/1/13,0,0,2,2
RESIDENTIAL CARE ELDERLY,374600295,"BARON'S RESIDENTIAL CARE, LODI GARDENS","BARON'S RESIDENTIAL CARE, INC.",ALICIA OLIZON,(858) 272-2120,5289 LODI STREET,SAN DIEGO,CA,92117,SAN DIEGO,8,6,LICENSED,5/22/96,,7/20/15,1,0,0,1
RESIDENTIAL CARE ELDERLY,347005372,BARRETT HILLS SENIOR CARE,"TOPORISTE, NAOMI & NICU","TOPORISTE, NAOMI",(916) 534-7474,4436 JAN DRIVE,CARMICHAEL,CA,95608,SACRAMENTO,27,6,LICENSED,12/18/14,,6/17/16,2,0,2,4
RESIDENTIAL CARE ELDERLY,306003460,BASIA RESIDENTIAL CARE,BASIA RESIDENTIAL CARE LLC,BARBARA MANCZYK,(949) 768-0452,23931 GOWDY AVENUE,LAKE FOREST,CA,92630,ORANGE,22,6,LICENSED,9/8/06,,10/25/16,4,0,0,4
RESIDENTIAL CARE ELDERLY,270708685,BATWALS HOME SERVICE,"WALDRON, JOAN & CECIL",CECIL WALDRON,(831) 384-2027,416 WINDSOR COURT,MARINA,CA,93933,MONTEREY,26,6,CLOSED,1/10/90,1/30/13,4/9/13,2,1,1,4
RESIDENTIAL CARE ELDERLY,366426507,BAUMAN HOME CARE LLC,BAUMAN HOME CARE LLC,"BAUTISTA, LILIA",(909) 393-0963,14591 TUSKEGEE AVE.,CHINO,CA,91710,SAN BERNARDINO,18,3,LICENSED,5/26/15,,5/8/15,0,0,2,2
RESIDENTIAL CARE ELDERLY,415600420,BAUTISTA BOARD AND CARE I,BLESILDA M. AND ALEX C. BAUTISTA,"BAUTISTA, BLESILDA M.",(650) 873-7261,708 CIRCLE COURT,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,14,6,LICENSED,9/24/04,,7/10/13,1,0,0,1
RESIDENTIAL CARE ELDERLY,415600851,BAUTISTA GUEST HOUSE #1,"BAUTISTA, MARCELINA","BAUTISTA, MARCELINA & ALAD",(650) 588-5130,104 GEORGIA AVENUE,SAN BRUNO,CA,94066,SAN MATEO,14,5,LICENSED,6/20/12,,8/7/14,1,0,2,3
RESIDENTIAL CARE ELDERLY,415600504,BAUTISTA GUEST HOUSE #2,"BAUTISTA, MARCELINA","BAUTISTA, MARCELINA",(650) 952-4398,188 SAN FELIPE AVENUE,SAN BRUNO,CA,94066,SAN MATEO,14,6,CLOSED,12/13/04,5/7/14,5/7/14,1,0,2,3
RESIDENTIAL CARE ELDERLY,486803034,BAV PLUS ELDERLY CARE HOME,"VIVAR, AILENE A.","VIVAR, AILENE",(707) 333-1414,6611 SAWGRASS LANE,VALLEJO,CA,94591,SOLANO,21,6,CLOSED,5/8/08,4/10/12,4/10/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,374602814,BAWAZIR CARE,GREER'S RESIDENTIAL CARE FACILITY CORPORATION,KRISTY CUDNEY,(619) 250-1603,4520 PACIFIC RIVIERA WAY,SAN DIEGO,CA,92154,SAN DIEGO,8,6,CLOSED,4/13/09,11/29/12,11/29/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,415600859,BAY AREA CARE HOME #2,"S & S CARE, LLC","GHASSEMZADEH, SUSAN",(650) 444-4111,518 IRIS STREET,REDWOOD CITY,CA,94062,SAN MATEO,14,6,CLOSED,7/26/12,11/6/14,11/6/14,2,0,2,4
RESIDENTIAL CARE ELDERLY,411408935,BAY AREA CARE HOME #2,"MASSOUDI, SOUDABEH","MASSOUDI, SOUDABEH",(650) 444-4111,518 IRIS STREET,REDWOOD CITY,CA,94062,SAN MATEO,14,6,CLOSED,3/24/95,7/26/12,6/18/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,415600860,BAY AREA CARE HOME #3,"S & S CARE, LLC","GHASSEMZADEH, SUSAN",(650) 361-1014,1728 REDWOOD AVENUE,REDWOOD CITY,CA,94062,SAN MATEO,14,6,CLOSED,7/18/12,3/21/14,3/20/14,1,0,2,3
RESIDENTIAL CARE ELDERLY,415600058,BAY AREA CARE HOME #3,"MASSOUDI, SOUDABEH AND GHASSEMZADEH, SUSAN","MASSOUDI, SOUDABEH",(650) 361-1014,1728 REDWOOD AVENUE,REDWOOD CITY,CA,94061,SAN MATEO,14,6,CLOSED,10/25/96,7/18/12,6/27/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,11441138,BAY HARBOUR RESIDENTIAL CARE HOME,"GROFF, GLENN","GROFF, GLENN",(510) 523-0113,510 CENTRAL AVE,ALAMEDA,CA,94501,ALAMEDA,15,12,LICENSED,9/26/94,,11/10/16,2,13,5,20
RESIDENTIAL CARE ELDERLY,405801057,BAY OSOS RCFE I,"ROVERPAC, INC.",RODOLFO PACAOAN,(805) 528-4416,1663 13TH STREET,LOS OSOS,CA,93402,SAN LUIS OBISPO,29,6,LICENSED,2/11/04,,12/11/15,1,0,1,2
RESIDENTIAL CARE ELDERLY,405801058,BAY OSOS RCFE II,"ROVERPAC, INC.",RODOLFO PACAOAN,(805) 528-2933,1675 13TH STREET,LOS OSOS,CA,93402,SAN LUIS OBISPO,29,6,LICENSED,2/11/04,,12/7/15,1,2,5,8
RESIDENTIAL CARE ELDERLY,405801047,BAY OSOS RCFE III,"ROVERPAC, INC.",ROSEMARIE LOPEZ,(805) 528-8792,2393 B CLELLAND AVENUE,LOS OSOS,CA,93402,SAN LUIS OBISPO,29,6,CLOSED,2/11/04,5/23/16,5/23/16,1,6,2,9
RESIDENTIAL CARE ELDERLY,306005208,BAY VISTA VILLA,"BAY VISTA VILLA, INC.","LE, TARAH",(714) 200-8454,17971 BAY STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,22,6,LICENSED,9/8/16,,7/12/16,0,0,3,3
RESIDENTIAL CARE ELDERLY,11441032,"BAYFAIR LODGE, RCH","PAULE, JESUS & VIRGINIA",JESUS & VIRGINIA PAULE,(510) 276-6217,1480- 159TH AVENUE,SAN LEANDRO,CA,94578,ALAMEDA,15,12,LICENSED,7/1/93,,10/19/16,2,0,3,5
RESIDENTIAL CARE ELDERLY,198601641,"BAYSIDE GUEST HOME, THE",TERESITA BAUTISTA,"BAUTISTA,TERESITA",(310) 418-7938,138 W. 223RD ST.,CARSON,CA,90745,LOS ANGELES,28,10,LICENSED,9/30/16,,6/1/16,0,0,4,4
RESIDENTIAL CARE ELDERLY,15601452,BAYSIDE PARK,AGESONG EMERYVILLE OWNER LLC;WATERMARK RETIREMENT,CHERYL MARSH,(510) 594-8800,1440 40TH STREET,EMERYVILLE,CA,94608,ALAMEDA,15,175,CLOSED,1/21/10,6/15/15,5/13/16,1,34,16,51
RESIDENTIAL CARE ELDERLY,19200438,BAYSIDE PARK,"AGESONG EMERYVILLE OWNER, LLC & EMERYOAK, LLC","MARSH, CHERYL",(510) 594-8800,1440 40TH STREET,EMERYVILLE,CA,94608,ALAMEDA,15,175,CLOSED,,9/6/12,,0,0,0,0
RESIDENTIAL CARE ELDERLY,19200528,BAYSIDE PARK,WATERMARK BAYSIDE; WATERMARK RETIREMENT COMMUNITIE,"LIEBERMAN, RICHARD",(510) 594-8800,1440 40TH ST,EMERYVILLE,CA,94608,ALAMEDA,15,175,LICENSED,6/15/15,,12/21/16,0,9,9,18
RESIDENTIAL CARE ELDERLY,306001797,BAYSIDE TERRACE,"AGING PRIVILEGE, INC.",MARINA L. XIE,(949) 493-2066,23031 JAVA SEA DR.,DANA POINT,CA,92629,ORANGE,22,6,CLOSED,3/25/03,3/21/16,3/21/16,2,3,5,10
RESIDENTIAL CARE ELDERLY,75600198,BAYVIEW HAPPY HOME,"WEI, LI","WEI, LI",(510) 232-3689,1345 SCOTT STREET,EL CERRITO,CA,94530,CONTRA COSTA,15,6,CLOSED,7/31/97,10/4/16,8/4/16,1,0,1,2
RESIDENTIAL CARE ELDERLY,435200947,BAYVIEW RESIDENCE,"SAMPANI, MARINA",FRITZIE SAMPANI,(408) 730-8632,545 N. BAYVIEW AVENUE,SUNNYVALE,CA,94085,SANTA CLARA,26,6,CLOSED,5/17/02,5/14/15,3/6/14,2,2,2,6
RESIDENTIAL CARE ELDERLY,374601348,BAYVIEW SENIOR ACCOMMODATIONS AT PT LOMA,"REFLECTIONS FOR LIFE, INC","WICKLINE, SHAY",(619) 225-5616,3219 CANON ST,SAN DIEGO,CA,92106,SAN DIEGO,8,17,CLOSED,5/3/06,9/25/13,9/3/13,1,1,0,2
RESIDENTIAL CARE ELDERLY,374603289,BAYVIEW SENIOR ASSISTED LIVING,"IHRIG, SUSAN",SHAY WICKLINE,(619) 225-5616,3219 CANON STREET,SAN DIEGO,CA,92106,SAN DIEGO,8,17,CLOSED,9/25/13,7/15/15,9/3/13,0,0,2,2
RESIDENTIAL CARE ELDERLY,374603660,BAYVIEW SENIOR ASSISTED LIVING,"KTRE1, LLC",JEFFREY SETTINERI,(619) 225-5616,3219 CANON STREET,SAN DIEGO,CA,92106,SAN DIEGO,8,17,LICENSED,7/15/15,,5/5/15,0,0,2,2
RESIDENTIAL CARE ELDERLY,415600222,BAYVIEW VILLA,LONCAR ENTERPRISES INC.,"LONCAR, LJUBICA VIOLET",(650) 596-3489,777 BAYVIEW DRIVE,SAN CARLOS,CA,94070,SAN MATEO,14,47,LICENSED,6/29/00,,12/13/16,1,1,2,4
RESIDENTIAL CARE ELDERLY,11440776,BAYWOOD COURT,BAYWOOD COURT,"WIEST, KELLY",(510) 733-2102,21966 DOLORES STREET,CASTRO VALLEY,CA,94546,ALAMEDA,15,72,LICENSED,3/11/91,,4/12/13,1,0,0,1
RESIDENTIAL CARE ELDERLY,405800693,BAYWOOD MANOR RCFE,W.G. PACAOAN CORP.,GUILLERMA PACAOAN,(805) 528-1455,1489 11TH ST.,LOS OSOS,CA,93402,SAN LUIS OBISPO,29,6,LICENSED,9/20/01,,8/31/16,1,1,0,2
RESIDENTIAL CARE ELDERLY,405801055,BAYWOOD MANOR RCFE II,W.G. PACAOAN CORP.,GUILLERMA M.PACAOAN,(805) 528-5305,1090 PASO ROBLES AVENUE,LOS OSOS,CA,93402,SAN LUIS OBISPO,29,6,LICENSED,5/10/04,,2/24/14,1,0,0,1
RESIDENTIAL CARE ELDERLY,197608381,BE WELL SENIOR LIVING II INC.,"BE WELL SENIOR LIVING II, INC.",JAMES E. ROOT,(323) 646-8858,5711 BECKFORD AVENUE,TARZANA,CA,91356,LOS ANGELES,31,6,LICENSED,3/19/13,,1/25/16,1,0,2,3
RESIDENTIAL CARE ELDERLY,197608382,BE WELL SENIOR LIVING II INC.,"BE WELL SENIOR LIVING II, INC.",JAMES E. ROOT,(323) 646-8858,5104 VARNA AVENUE,SHERMAN OAKS,CA,91423,LOS ANGELES,31,6,LICENSED,3/19/13,,10/17/12,0,0,2,2
RESIDENTIAL CARE ELDERLY,197607890,BE WELL SENIOR LIVING INC.,"BE WELL SENIOR LIVING, INC.",INNA MEINIKOVA,(323) 646-8858,14739 MORRISON STREET,SHERMAN OAKS,CA,91403,LOS ANGELES,31,6,LICENSED,3/24/10,,7/27/12,1,0,0,1
RESIDENTIAL CARE ELDERLY,306001500,BEACH HOMES,"DT BEACH, INC.","BEACH, TRISH",(714) 549-9380,2575 COLUMBIA DRIVE,COSTA MESA,CA,92626,ORANGE,22,6,LICENSED,10/7/02,,8/15/16,4,0,0,4
RESIDENTIAL CARE ELDERLY,306002908,BEACH HOMES II,"DT BEACH, INC.",TRISH BEACH,(714) 549-1905,2572 COLUMBIA DRIVE,COSTA MESA,CA,92626,ORANGE,22,6,LICENSED,6/8/05,,12/17/15,4,0,0,4
RESIDENTIAL CARE ELDERLY,306004262,BEACH HOMES III,"DT BEACH, INC.",TRISH BEACH,(714) 549-1905,2336 COLLEGE DRIVE,COSTA MESA,CA,92626,ORANGE,22,6,LICENSED,1/7/11,,1/21/16,5,0,0,5
RESIDENTIAL CARE ELDERLY,410508778,BEACHPARK CARE HOME,"PUKONEN, PENTTI","CRUZ, SOLEDAD O.",(650) 574-3868,283 STILT COURT,FOSTER CITY,CA,94404,SAN MATEO,14,6,CLOSED,10/8/91,8/1/15,8/11/15,0,1,2,3
RESIDENTIAL CARE ELDERLY,306001555,BEACHSIDE GUEST HOME II,"BEACHSIDE GUEST HOME, INC.",GLORIA BURNS,(714) 969-9930,8011 SAIL CIRCLE,HUNTINGTON BEACH,CA,92646,ORANGE,22,6,LICENSED,12/10/02,,10/26/16,4,3,3,10
RESIDENTIAL CARE ELDERLY,75601093,BEATITUDES MISSION HOME - DANVILLE,"BEATITUDES MISSION HOME, LLC","SICAT, SYLVIA & JOSE",(925) 314-1877,1000 EL CAPITAN DRIVE,DANVILLE,CA,94526,CONTRA COSTA,15,6,LICENSED,11/18/04,,10/3/16,3,0,0,3
RESIDENTIAL CARE ELDERLY,75601092,BEATITUDES MISSION HOME - SAN RAMON,"BEATITUDES MISSION HOME, LLC","SICAT,SYLVIA & JOSE",(925) 833-9477,3262 MONTEVIDEO DRIVE,SAN RAMON,CA,94583,CONTRA COSTA,14,6,CLOSED,12/9/04,3/23/12,7/30/08,0,0,0,0
RESIDENTIAL CARE ELDERLY,75601565,BEATITUDES MISSION HOME - SAN RAMON,BEATITUDES MISSION INC.,"SICAT, SYLVIA",(925) 997-4455,3262 MONTEVIDEO DRIVE,SAN RAMON,CA,94583,CONTRA COSTA,15,6,CLOSED,4/9/12,12/24/14,12/19/14,0,0,2,2
RESIDENTIAL CARE ELDERLY,415600826,BEATRICE CARE,"CARE CHOICES - ETC., INC.","SALVANA, TEODORA",(650) 636-2270,687 GREEN AVENUE,SAN BRUNO,CA,94066,SAN MATEO,14,4,LICENSED,5/20/11,,7/18/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,374603324,BEAUTIFUL VIEWS IN SAN MARCOS RESIDENTIAL CARE,"SIMON, JEFFREY",JEFFREY SIMON,(858) 254-1731,866 SAINT SAVA PLACE,SAN MAROCS,CA,92069,SAN DIEGO,8,6,CLOSED,,8/15/13,9/14/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,45000966,BEAVERS GUEST HOME,"MINTZ, DALE","MINTZ, DALE",(530) 872-2719,9000 SKYWAY,PARADISE,CA,95969,BUTTE,25,6,LICENSED,10/3/00,,3/17/15,2,1,1,4
RESIDENTIAL CARE ELDERLY,197603600,"BECAUSE WE CARE, INC.","BECAUSE WE CARE, INC.",VIVECA LIM,(818) 891-4183,15942 BAHAMAS STREET,NORTH HILLS,CA,91343,LOS ANGELES,31,6,LICENSED,11/7/01,,11/10/16,1,2,0,3
RESIDENTIAL CARE ELDERLY,347002129,BECERRA HOME CARE,"BISCOS, DINA","BISCOS, DINA",(916) 483-4357,3446 BECERRA WAY,SACRAMENTO,CA,95821,SACRAMENTO,27,6,LICENSED,9/25/06,,11/9/16,2,3,8,13
RESIDENTIAL CARE ELDERLY,191800467,BECK'S ADULT CARE,"BECK, INEZ & BRENDA L.",BRENDA L. BECK,(323) 294-2027,1839 W. 50TH ST.,LOS ANGELES,CA,90062,LOS ANGELES,28,6,CLOSED,10/9/87,12/23/14,12/4/13,0,0,1,1
RESIDENTIAL CARE ELDERLY,435294258,BECK CARE HOME,"ANGEL SENIOR CARE HOME, LLC","ZHANG, YU & LUO, XI-HUA",(408) 866-7858,1681 BECK DRIVE,SAN JOSE,CA,95130,SANTA CLARA,26,6,LICENSED,10/24/07,,10/24/12,1,0,0,1
RESIDENTIAL CARE ELDERLY,507000436,BECKER COURT HOME,"DANIELS, PEREGRINA",NICETAS ABELLA,(209) 575-4511,2413 BECKER COURT,MODESTO,CA,95358,STANISLAUS,27,6,LICENSED,3/18/96,,12/8/16,3,1,3,7
RESIDENTIAL CARE ELDERLY,197608293,BECKFORD MANOR,"STARLIGHT MEDICAL MANAGEMENT, LLC.",MANUEL A. MANGLICMOT JR.,(626) 483-2071,7045 BECKFORD AVENUE,RESEDA,CA,91335,LOS ANGELES,31,6,LICENSED,4/25/12,,11/10/16,1,0,2,3
RESIDENTIAL CARE ELDERLY,197609002,BECKFORD PLACE LLC,BECKFORD PLACE LLC,"KAMORNICK, ELISHA",(310) 279-3905,6214 BECKFORD AVE,TARZANA,CA,91335,LOS ANGELES,31,6,PENDING,,,11/23/15,0,0,1,1
RESIDENTIAL CARE ELDERLY,435202557,BED OF ROSES RESIDENTIAL CARE HOME,"WILLIAMS, MARIA CHRISTINA","WILLIAMS, MARIA CHRISTINA",(408) 603-7598,1730 WHITE OAKS ROAD,CAMPBELL,CA,95008,SANTA CLARA,26,6,LICENSED,11/10/16,,11/9/16,0,0,2,2
RESIDENTIAL CARE ELDERLY,107203338,BEDFORD CARE GROUP,BEDFORD CARE GROUP,"DELOS REYES, JULIETA",(559) 298-2877,2380 E. EL PASO AVENUE,FRESNO,CA,93720,FRESNO,24,6,CLOSED,3/20/06,12/1/14,10/29/14,2,1,5,8
RESIDENTIAL CARE ELDERLY,107202508,BEDFORD CARE GROUP-EVERGLADE,BEDFORD CARE GROUP,"COSTA, STEPHANIE",(559) 325-2273,272 W. EVERGLADE,CLOVIS,CA,93619,FRESNO,24,6,CLOSED,10/21/11,12/5/14,10/29/14,2,3,7,12
RESIDENTIAL CARE ELDERLY,107204043,BEDFORD CARE GROUP-FORT WASHINGTON,BEDFORD CARE GROUP,"HAYES, ALICE",(559) 433-0488,1115 E. PINEHURST,FRESNO,CA,93730,FRESNO,24,6,CLOSED,12/7/07,12/15/14,12/30/14,2,10,8,20
RESIDENTIAL CARE ELDERLY,107204143,BEDFORD CARE GROUP-FOUNTAIN VIEW,BEDFORD CARE GROUP,"COSTA, STEPHANIE",(559) 322-7368,2846 E. JON DRIVE,FRESNO,CA,93720,FRESNO,24,6,CLOSED,5/12/08,12/5/14,4/2/15,2,3,8,13
RESIDENTIAL CARE ELDERLY,107206278,BEDFORD CARE GROUP-SHEA,BEDFORD CARE GROUP,JULIETA DELOS REYES,(559) 977-4232,2617 E. SHEA DRIVE,FRESNO,CA,93720,FRESNO,24,6,CLOSED,10/13/09,12/15/14,12/30/14,2,2,4,8
RESIDENTIAL CARE ELDERLY,107203961,BEDFORD CARE GROUP - SKYVIEW,BEDFORD CARE GROUP - SKYVIEW,"COSTA, STEPHANIE",(559) 977-4232,2657 SKYVIEW,FRESNO,CA,93720,FRESNO,24,6,CLOSED,4/26/07,12/1/14,10/29/14,3,2,7,12
RESIDENTIAL CARE ELDERLY,347003486,BEDFORD HOME CARE,"TIMOCE, EMA","TIMOCE, EMA",(916) 965-7696,8932 BEDFORD AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,27,6,CLOSED,12/13/06,9/22/15,8/13/14,0,5,1,6
RESIDENTIAL CARE ELDERLY,97004928,BEE AND BELLS CARE HOME,"HERNANDEZ, BECKY","HERNANDEZ, BECKY",(530) 677-1802,4084 OAKMONT,SHINGLE SPRINGS,CA,95682,EL DORADO,27,6,CLOSED,1/2/12,4/1/15,3/24/15,1,0,0,1
RESIDENTIAL CARE ELDERLY,97004596,BEE AND BELLS CARE HOME,BECKY LYNN HERNANDEZ,"WILSON, JENEAN",(530) 350-7592,4809 CANFIELD CIRCLE,CAMERON PARK,CA,95682,EL DORADO,27,6,CLOSED,3/28/11,1/2/12,3/10/11,0,0,0,0
RESIDENTIAL CARE ELDERLY,197607019,BEECHNUT BOARDING,BEECHNUT BOARDING CARE INC.,PETER RYAN GOZUN,(909) 865-5838,1220 BEECHNUT PLACE,POMONA,CA,91766,LOS ANGELES,28,6,LICENSED,10/31/07,,9/16/16,1,0,4,5
RESIDENTIAL CARE ELDERLY,97005191,"BEELOVED GARDENS OF SHINGLE SPRINGS, LLC.","BEELOVED GARDENS OF SHINGLE SPRINGS, LLC.","HODGKIN, KELLY",(530) 306-8739,2939 PONDEROSA ROAD,SHINGLE SPRINGS,CA,95682,EL DORADO,27,3,CLOSED,,7/29/13,,0,0,0,0
RESIDENTIAL CARE ELDERLY,306005245,BEGONIA REGENCY MANOR,LAYAD INC,"DAO, PEDRO JR",(714) 283-2861,2710 N BERKELEY ST,ORANGE,CA,92865,ORANGE,22,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,15601313,BEGONIA RESIDENTIAL CARE HOME,"BOLLOSO, JOVITA","BOLLOSO, JOVITA",(510) 429-7250,34814 BEGONIA STREET,UNION CITY,CA,94587,ALAMEDA,15,6,LICENSED,2/13/08,,1/23/15,1,0,0,1
RESIDENTIAL CARE ELDERLY,197608630,BEIT SHALOM,"BEIT SHALOM, INC.",MIRIAM RUDES,(310) 309-0405,8537 PICKFORD STREET,LOS ANGELES,CA,90035,LOS ANGELES,31,6,LICENSED,6/19/14,,9/13/16,0,4,3,7
RESIDENTIAL CARE ELDERLY,374601071,BEL AGE,"SPIKERMAN, ELIZABETH",ELIZABETH SPIKERMAN,(760) 720-6047,4415 PARK DRIVE,CARLSBAD,CA,92008,SAN DIEGO,8,6,LICENSED,9/6/01,,7/30/13,1,0,0,1
RESIDENTIAL CARE ELDERLY,374601412,BEL AGE II,"SPIKERMAN, ELIZABETH",RENE GAITAUD,(760) 720-6047,4411 PARK DRIVE,CARLSBAD,CA,92008,SAN DIEGO,8,6,CLOSED,3/19/03,3/12/13,7/30/13,0,0,1,1
RESIDENTIAL CARE ELDERLY,197606462,BEL AIR MANOR,"KUMBUM, INC.",NELLI KHLEBNIKOVA,(323) 401-8622,1024 N. SEPULVEDA BLVD.,LOS ANGELES,CA,90049,LOS ANGELES,31,6,LICENSED,12/9/05,,2/23/16,2,1,0,3
RESIDENTIAL CARE ELDERLY,415600728,BEL AMOR II,"BEL AMOR CORPORATION, THE","DEANDA, OLIVIA & MANNY",(650) 873-2792,608 THERESA DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,14,6,LICENSED,6/5/08,,3/20/13,1,0,0,1
RESIDENTIAL CARE ELDERLY,415600729,BEL AMOR III,"BEL AMOR CORPORATION, THE","DEANDA, OLIVIA & MANNY",(650) 871-7931,169 SAN FELIPE AVENUE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,14,6,LICENSED,6/5/08,,6/13/14,2,0,0,2
RESIDENTIAL CARE ELDERLY,415600716,BEL AMOR IV,"BEL AMOR CORPORATION, THE","DEANDA, OLIVA & MANNY",(650) 787-9742,648 JOAQUIN DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,14,6,LICENSED,8/8/07,,10/25/13,1,0,0,1
RESIDENTIAL CARE ELDERLY,216803273,BEL AMOR RCFE,"BEL AMOR CORPORATION, THE","DEANDA,OLIVIA & MANNY/ALVA",(415) 883-8387,920 IGNACIO BLVD.,NOVATO,CA,94949,MARIN,21,6,CLOSED,6/9/10,5/19/15,5/19/15,2,4,2,8
RESIDENTIAL CARE ELDERLY,107202480,BEL HAVEN CARE,"BEL HAVEN, INC.","CHAVEZ, CHERYL LYNN",(559) 486-5977,2020 N. WEBER AVE.,FRESNO,CA,93705,FRESNO,24,83,CLOSED,6/6/11,9/1/14,9/5/14,1,10,23,34
